DealID,Scenario,LoanID,PeriodEndDate,BeginningBalance,GrossInterest,ServicingFee,NetInterest,ScheduledPrincipal,PrepaymentPrincipal,DefaultPrincipal,RecoveryAmount,RealizedLoss,EndingBalance,Status
CMBS_NEW_AEOYEE,Base,NI_L0015,2034-10-31,69003533.39,230126.78,14375.74,215751.05,0.0,477003.13,116073.78,73346.34,46429.51,68410456.48,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2034-10-31,30375769.23,114491.34,6328.29,108163.05,78058.1,209979.64,51096.37,32794.22,20438.55,30036635.11,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2034-10-31,38041362.53,148044.3,7925.28,140119.02,96128.98,262969.85,63990.99,41059.47,25596.4,37618272.7,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2034-10-31,32721919.59,171544.66,6817.07,164727.6,45141.86,226197.95,55042.93,35073.12,22017.17,32395536.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2034-10-31,37151122.2,200368.39,7739.82,192628.57,0.0,256815.86,62493.48,39489.26,24997.39,36831812.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2034-10-31,3785949.46,16210.17,788.74,15421.43,4434.12,26171.26,6368.51,4052.86,2547.4,3748975.57,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2034-10-31,19898858.43,66843.58,4145.6,62697.99,28512.59,137555.53,33472.72,21335.56,13389.09,19699317.6,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2034-10-31,10709666.08,47934.68,2231.18,45703.5,12009.67,74033.08,18015.19,11461.25,7206.07,10605608.15,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2034-10-31,13544387.38,72857.52,2821.75,70035.77,27767.29,93628.76,22783.59,14576.74,9113.44,13400207.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2034-10-31,30011685.33,163388.62,6252.43,157136.18,60953.9,207462.82,50483.93,32295.44,20193.57,29692784.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2034-10-31,24224580.16,80990.85,5046.79,75944.06,0.0,167458.1,40749.2,25749.18,16299.68,24016372.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2034-10-31,34851783.08,182478.13,7260.79,175217.34,0.0,240921.13,58625.67,37045.21,23450.27,34552236.28,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2034-10-31,39446005.4,276286.4,8217.92,268068.48,0.0,272679.78,66353.8,41928.58,26541.52,39106971.82,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2034-10-31,38766443.83,230272.68,8076.34,222196.33,0.0,267982.15,65210.68,41206.25,26084.27,38433251.0,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2034-10-31,52501151.05,351407.7,10937.74,340469.96,54918.26,362926.54,88314.42,56159.95,35325.77,51994991.83,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2034-10-31,26663640.33,172447.09,5554.93,166892.17,29143.65,184318.68,44852.04,28529.95,17940.82,26405325.96,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2034-10-31,37890697.65,235269.66,7893.9,227375.76,28397.42,261928.35,63737.55,40458.55,25495.02,37536634.33,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2034-10-31,53820606.43,334495.07,11212.63,323282.44,61765.29,372047.58,90533.93,57606.8,36213.57,53296259.63,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2034-10-31,9824344.47,54385.93,2046.74,52339.2,0.0,67913.09,16525.95,10442.65,6610.38,9739905.44,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2034-10-31,4970060.9,23251.6,1035.43,22216.17,7608.21,34356.71,8360.35,5332.06,3344.14,4919735.63,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2034-10-31,46469261.37,228009.18,9681.1,218328.08,101915.49,321229.68,78167.92,50054.57,31267.17,45967948.27,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2034-11-30,20806965.77,144105.58,4334.78,139770.79,13103.38,143833.04,35000.28,22200.95,14000.11,20615029.07,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2034-11-30,7583101.45,36152.44,1579.81,34572.62,11420.54,52419.97,12755.86,8134.21,5102.34,7506505.09,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2034-11-30,17118098.37,74249.75,3566.27,70683.48,40669.65,118332.87,28795.08,18459.27,11518.03,16930300.76,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2034-11-30,23603141.8,122874.02,4917.32,117956.7,32784.91,163162.26,39703.85,25300.57,15881.54,23367490.78,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2034-11-30,57562197.77,371468.05,11992.12,359475.93,63089.07,397912.21,96827.82,61592.35,38731.13,57004368.67,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2034-11-30,2689534.53,14810.37,560.32,14250.05,5413.45,18592.04,4524.18,2893.88,1809.67,2661004.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2034-11-30,56920319.28,349727.93,11858.4,337869.53,43328.99,393475.07,95748.09,60782.14,38299.24,56387767.13,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2034-11-30,34936339.58,137328.93,7278.4,130050.52,44221.29,241505.65,58767.9,37420.84,23507.16,34591844.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2034-11-30,32327189.87,109616.11,6734.83,102881.28,62252.73,223469.29,54378.94,34764.93,21751.58,31987088.91,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2034-11-30,24767351.31,133826.25,5159.86,128666.39,22459.73,171210.13,41662.22,26471.05,16664.89,24532019.23,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2034-11-30,9473419.62,40340.98,1973.63,38367.35,0.0,65487.24,15935.64,10069.64,6374.26,9391996.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2034-11-30,29231382.55,205520.98,6089.87,199431.11,46991.4,202068.8,49171.35,31375.1,19668.54,28933151.01,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2034-11-30,11422504.44,49583.19,2379.69,47203.5,13202.55,78960.74,19214.28,12226.67,7685.71,11311126.87,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2034-11-30,35803850.43,172216.52,7459.14,164757.39,37225.69,247502.52,60227.18,38297.55,24090.87,35458895.04,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2034-11-30,68410456.48,228148.87,14252.18,213896.69,0.0,472903.35,115076.14,72715.93,46030.46,67822477.0,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2034-11-30,30036635.11,113213.08,6257.63,106955.45,77186.62,207635.29,50525.9,32428.09,20210.36,29701287.3,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2034-11-30,37618272.7,146397.78,7837.14,138560.64,95059.85,260045.14,63279.3,40602.82,25311.72,37199888.41,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2034-11-30,32395536.84,169833.6,6749.07,163084.53,44691.59,223941.76,54493.91,34723.28,21797.56,32072409.58,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2034-11-30,36831812.86,198646.24,7673.29,190972.95,0.0,254608.56,61956.36,39149.86,24782.54,36515247.94,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2034-11-30,3748975.57,16051.86,781.04,15270.83,4390.82,25915.67,6306.31,4013.28,2522.52,3712362.76,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2034-11-30,19699317.6,66173.29,4104.02,62069.27,28226.67,136176.16,33137.06,21121.61,13254.82,19501777.71,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2034-11-30,10605608.15,47468.93,2209.5,45259.43,11892.98,73313.76,17840.14,11349.89,7136.06,10502561.27,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2034-11-30,13400207.74,72081.95,2791.71,69290.24,27471.71,92632.08,22541.06,14421.57,9016.42,13257562.9,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2034-11-30,29692784.68,161652.47,6186.0,155466.47,60306.21,205258.35,49947.5,31952.27,19979.0,29377272.63,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2034-11-30,24016372.86,80294.74,5003.41,75291.33,0.0,166018.82,40398.96,25527.87,16159.59,23809955.08,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2034-11-30,34552236.28,180909.75,7198.38,173711.37,0.0,238850.45,58121.79,36726.81,23248.71,34255264.04,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2034-11-30,39106971.82,273911.75,8147.29,265764.46,0.0,270336.13,65783.5,41568.21,26313.4,38770852.19,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2034-11-30,38433251.0,228293.51,8006.93,220286.58,0.0,265678.87,64650.21,40852.08,25860.08,38102921.92,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2034-11-30,51994991.83,348019.81,10832.29,337187.52,54388.8,359427.59,87462.99,55618.52,34985.2,51493712.45,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2034-11-30,26405325.96,170776.45,5501.11,165275.34,28861.31,182533.02,44417.52,28253.55,17767.01,26149514.12,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2034-11-30,37536634.33,233071.22,7820.13,225251.09,28132.07,259480.8,63141.97,40080.49,25256.79,37185879.49,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2034-11-30,53296259.63,331236.25,11103.39,320132.87,61163.54,368422.91,89651.91,57045.57,35860.76,52777021.28,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2034-11-30,9739905.44,53918.49,2029.15,51889.35,0.0,67329.38,16383.91,10352.9,6553.56,9656192.14,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2034-11-30,4919735.63,23016.16,1024.94,21991.22,7531.17,34008.83,8275.7,5278.07,3310.28,4869919.94,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2034-11-30,45967948.27,225549.4,9576.66,215972.74,100816.02,317764.24,77324.64,49514.58,30929.86,45472043.37,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2034-12-31,20615029.07,142776.26,4294.8,138481.46,12982.51,142506.23,34677.42,21996.16,13870.97,20424862.92,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2034-12-31,7506505.09,35787.26,1563.86,34223.41,11305.18,51890.48,12627.01,8052.05,5050.8,7430682.41,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2034-12-31,16930300.76,73435.18,3527.15,69908.03,40223.48,117034.68,28479.18,18256.76,11391.67,16744563.42,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2034-12-31,23367490.78,121647.26,4868.23,116779.04,32457.59,161533.27,39307.45,25047.97,15722.98,23134192.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2034-12-31,57004368.67,367868.19,11875.91,355992.28,62477.68,394056.08,95889.47,60995.47,38355.79,56451945.44,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2034-12-31,2661004.86,14653.27,554.38,14098.89,5356.03,18394.82,4476.19,2863.18,1790.48,2632777.83,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2034-12-31,56387767.13,346455.84,11747.45,334708.39,42923.6,389793.68,94852.26,60213.45,37940.91,55860197.59,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2034-12-31,34591844.74,135974.78,7206.63,128768.14,43785.24,239124.25,58188.41,37051.84,23275.37,34250746.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2034-12-31,31987088.91,108462.89,6663.98,101798.91,61597.8,221118.26,53806.84,34399.19,21522.74,31650566.0,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2034-12-31,24532019.23,132554.68,5110.84,127443.84,22246.33,169583.34,41266.35,26219.53,16506.54,24298923.21,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2034-12-31,9391996.74,39994.25,1956.67,38037.59,0.0,64924.38,15798.68,9983.09,6319.47,9311273.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2034-12-31,28933151.01,203424.16,6027.74,197396.42,46511.97,200007.2,48669.68,31055.0,19467.87,28637962.16,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2034-12-31,11311126.87,49099.72,2356.48,46743.23,13073.81,78190.82,19026.93,12107.45,7610.77,11200835.31,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2034-12-31,35458895.04,170557.29,7387.27,163170.02,36867.03,245117.94,59646.92,37928.57,23858.77,35117263.15,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2034-12-31,67822477.0,226187.96,14129.68,212058.28,0.0,468838.8,114087.07,72090.95,45634.83,67239551.12,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2034-12-31,29701287.3,111949.1,6187.77,105761.33,76324.86,205317.12,49961.8,32066.04,19984.72,29369683.52,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2034-12-31,37199888.41,144769.57,7749.98,137019.59,94002.61,257152.96,62575.52,40151.24,25030.21,36786157.32,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2034-12-31,32072409.58,168139.61,6681.75,161457.86,44245.82,221708.06,53950.36,34376.94,21580.15,31752505.34,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2034-12-31,36515247.94,196938.9,7607.34,189331.56,0.0,252420.23,61423.85,38813.37,24569.54,36201403.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2034-12-31,3712362.76,15895.1,773.41,15121.69,4347.94,25662.58,6244.72,3974.09,2497.89,3676107.53,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2034-12-31,19501777.71,65509.72,4062.87,61446.85,27943.62,134810.62,32804.77,20909.81,13121.91,19306218.7,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2034-12-31,10502561.27,47007.71,2188.03,44819.68,11777.42,72601.42,17666.81,11239.61,7066.72,10400515.63,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2034-12-31,13257562.9,71314.64,2761.99,68552.65,27179.27,91646.02,22301.11,14268.05,8920.44,13116436.5,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2034-12-31,29377272.63,159934.77,6120.27,153814.5,59665.4,203077.3,49416.76,31612.75,19766.7,29065113.17,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2034-12-31,23809955.08,79604.62,4960.41,74644.21,0.0,164591.91,40051.74,25308.46,16020.7,23605311.44,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2034-12-31,34255264.04,179354.85,7136.51,172218.34,0.0,236797.56,57622.24,36411.15,23048.89,33960844.25,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2034-12-31,38770852.19,271557.51,8077.26,263480.25,0.0,268012.62,65218.1,41210.93,26087.24,38437621.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2034-12-31,38102921.92,226331.36,7938.11,218393.25,0.0,263395.4,64094.55,40500.97,25637.82,37775431.97,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2034-12-31,51493712.45,344664.58,10727.86,333936.73,53864.44,355962.38,86619.76,55082.31,34647.91,50997265.86,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2034-12-31,26149514.12,169121.98,5447.82,163674.17,28581.7,180764.66,43987.21,27979.83,17594.88,25896180.55,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2034-12-31,37185879.49,230893.32,7747.06,223146.27,27869.19,257056.12,62551.95,39705.96,25020.78,36838402.23,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2034-12-31,52777021.28,328009.19,10995.21,317013.97,60567.65,364833.55,88778.47,56489.8,35511.39,52262841.6,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2034-12-31,9656192.14,53455.07,2011.71,51443.36,0.0,66750.7,16243.09,10263.91,6497.24,9573198.36,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2034-12-31,4869919.94,22783.11,1014.57,21768.54,7454.91,33664.47,8191.9,5224.63,3276.76,4820608.66,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2034-12-31,45472043.37,223116.16,9473.34,213642.82,99728.42,314336.18,76490.46,48980.41,30596.18,44981488.32,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2035-01-31,20424862.92,141459.2,4255.18,137204.02,12862.75,141191.66,34357.53,21793.25,13743.01,20236450.98,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2035-01-31,7430682.41,35425.78,1548.06,33877.72,11190.99,51366.34,12499.47,7970.71,4999.79,7355625.62,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2035-01-31,16744563.42,72629.54,3488.45,69141.09,39782.2,115750.73,28166.74,18056.47,11266.7,16560863.75,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2035-01-31,23134192.47,120432.75,4819.62,115613.13,32133.54,159920.54,38915.01,24797.89,15566.0,22903223.39,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2035-01-31,56451945.44,364303.22,11760.82,352542.4,61872.21,390237.33,94960.22,60404.37,37984.09,55904875.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2035-01-31,2632777.83,14497.83,548.5,13949.33,5299.21,18199.69,4428.71,2832.81,1771.48,2604850.21,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2035-01-31,55860197.59,343214.36,11637.54,331576.82,42522.0,386146.73,93964.82,59650.09,37585.93,55337564.04,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2035-01-31,34250746.84,134633.98,7135.57,127498.41,43353.49,236766.33,57614.64,36686.49,23045.86,33913012.38,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2035-01-31,31650566.0,107321.79,6593.87,100727.93,60949.75,218791.97,53240.76,34037.29,21296.31,31317583.51,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2035-01-31,24298923.21,131295.18,5062.28,126232.91,22034.95,167972.01,40874.25,25970.4,16349.7,24068041.99,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2035-01-31,9311273.68,39650.51,1939.85,37710.66,0.0,64366.37,15662.89,9897.29,6265.16,9231244.42,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2035-01-31,28637962.16,201348.74,5966.24,195382.5,46037.43,197966.64,48173.13,30738.16,19269.25,28345784.95,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2035-01-31,11200835.31,48620.96,2333.51,46287.45,12946.33,77428.4,18841.4,11989.39,7536.56,11091619.17,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2035-01-31,35117263.15,168914.04,7316.1,161597.94,36511.83,242756.33,59072.24,37563.14,23628.9,34778922.74,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2035-01-31,67239551.12,224243.9,14008.24,210235.66,0.0,464809.19,113106.51,71471.34,45242.6,66661635.43,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2035-01-31,29369683.52,110699.23,6118.68,104580.55,75472.72,203024.83,49403.99,31708.04,19761.6,29041781.98,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2035-01-31,36786157.32,143159.46,7663.78,135495.68,92957.13,254292.95,61879.56,39704.68,24751.82,36377027.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2035-01-31,31752505.34,166462.51,6615.11,159847.4,43804.49,219496.65,53412.24,34034.05,21364.9,31435791.95,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2035-01-31,36201403.86,195246.24,7541.96,187704.28,0.0,250250.71,60895.92,38479.77,24358.37,35890257.24,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2035-01-31,3676107.53,15739.87,765.86,14974.01,4305.47,25411.96,6183.74,3935.28,2473.49,3640206.36,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2035-01-31,19306218.7,64852.81,4022.13,60830.68,27663.41,133458.77,32475.81,20700.13,12990.32,19112620.71,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2035-01-31,10400515.63,46550.97,2166.77,44384.2,11662.99,71896.01,17495.15,11130.41,6998.06,10299461.48,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2035-01-31,13116436.5,70555.5,2732.59,67822.91,26889.95,90670.45,22063.72,14116.17,8825.49,12976812.39,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2035-01-31,29065113.17,158235.32,6055.23,152180.09,59031.4,200919.42,48891.66,31276.83,19556.67,28756270.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2035-01-31,23605311.44,78920.42,4917.77,74002.65,0.0,163177.26,39707.5,25090.93,15883.0,23402426.68,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2035-01-31,33960844.25,177813.32,7075.18,170738.14,0.0,234762.31,57126.98,36098.2,22850.79,33668954.96,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2035-01-31,38437621.47,269223.51,8007.84,261215.67,0.0,265709.08,64657.56,40856.73,25863.02,38107254.82,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0028,2035-01-31,37775431.97,224386.07,7869.88,216516.18,0.0,261131.54,63543.66,40152.86,25417.46,37450756.77,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0029,2035-01-31,50997265.86,341341.7,10624.43,330717.27,53345.14,352530.58,85784.67,54551.26,34313.87,50505605.47,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0030,2035-01-31,25896180.55,167483.55,5395.04,162088.51,28304.81,179013.43,43561.07,27708.77,17424.43,25645301.24,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0031,2035-01-31,36838402.23,228735.78,7674.67,221061.11,27608.77,254654.11,61967.44,39334.94,24786.98,36494171.91,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0032,2035-01-31,52262841.6,324813.56,10888.09,313925.47,59977.57,361279.17,87913.55,55939.45,35165.42,51753671.31,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0033,2035-01-31,9573198.36,52995.63,1994.42,51001.21,0.0,66176.98,16103.48,10175.7,6441.39,9490917.89,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0034,2035-01-31,4820608.66,22552.41,1004.29,21548.12,7379.42,33323.59,8108.95,5171.73,3243.58,4771796.7,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0035,2035-01-31,44981488.32,220709.17,9371.14,211338.03,98652.54,310945.1,75665.28,48452.01,30266.11,44496225.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0001,2035-02-28,20236450.98,140154.29,4215.93,135938.36,12744.09,139889.22,34040.6,21592.22,13616.24,20049777.07,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0002,2035-02-28,7355625.62,35067.95,1532.42,33535.52,11077.95,50847.49,12373.21,7890.2,4949.28,7281326.97,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0003,2035-02-28,16560863.75,71832.75,3450.18,68382.57,39345.76,114480.86,27857.73,17858.38,11143.09,16379179.4,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0004,2035-02-28,22903223.39,119230.36,4771.5,114458.86,31812.72,158323.91,38526.49,24550.32,15410.59,22674560.27,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0005,2035-02-28,55904875.68,360772.8,11646.85,349125.95,61272.61,386455.58,94039.97,59818.99,37615.99,55363107.51,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0006,2035-02-28,2604850.21,14344.04,542.68,13801.36,5243.0,18006.64,4381.73,2802.76,1752.69,2577218.85,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0007,2035-02-28,55337564.04,340003.22,11528.66,328474.56,42124.16,382533.91,93085.67,59092.0,37234.27,54819820.31,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0008,2035-02-28,33913012.38,133306.4,7065.21,126241.19,42925.99,234431.66,57046.52,36324.74,22818.61,33578608.21,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0009,2035-02-28,31317583.51,106192.71,6524.5,99668.21,60308.53,216490.15,52680.64,33679.2,21072.26,30988104.2,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0010,2035-02-28,24068041.99,130047.65,5014.18,125033.48,21825.58,166375.99,40485.88,25723.64,16194.35,23839354.54,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0011,2035-02-28,9231244.42,39309.72,1923.18,37386.54,0.0,63813.14,15528.27,9812.22,6211.31,9151903.01,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0012,2035-02-28,28345784.95,199294.49,5905.37,193389.12,45567.74,195946.89,47681.65,30424.56,19072.66,28056588.67,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0013,2035-02-28,11091619.17,48146.87,2310.75,45836.12,12820.1,76673.42,18657.68,11872.49,7463.07,10983467.96,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0014,2035-02-28,34778922.74,167286.62,7245.61,160041.01,36160.06,240417.47,58503.11,37201.24,23401.24,34443842.11,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0015,2035-02-28,66661635.43,222316.55,13887.84,208428.71,0.0,460814.21,112134.37,70857.05,44853.75,66088686.84,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0016,2035-02-28,29041781.98,109463.32,6050.37,103412.95,74630.09,200758.14,48852.42,31354.03,19540.97,28717541.33,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0017,2035-02-28,36377027.68,141567.27,7578.55,133988.72,91923.28,251464.75,61191.35,39263.1,24476.54,35972448.31,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0018,2035-02-28,31435791.95,164802.14,6549.12,158253.02,43367.57,217307.29,52879.48,33694.58,21151.79,31122237.61,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0019,2035-02-28,35890257.24,193568.12,7477.14,186090.98,0.0,248099.83,60372.53,38149.04,24149.01,35581784.88,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0020,2035-02-28,3640206.36,15586.15,758.38,14827.77,4263.43,25163.78,6123.35,3896.85,2449.34,3604655.8,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0021,2035-02-28,19112620.71,64202.48,3981.8,60220.68,27386.01,132120.48,32150.15,20492.56,12860.06,18920964.08,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0022,2035-02-28,10299461.48,46098.67,2145.72,43952.95,11549.67,71197.45,17325.16,11022.26,6930.06,10199389.2,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0023,2035-02-28,12976812.39,69804.44,2703.5,67100.93,26603.71,89705.26,21828.85,13965.91,8731.54,12838674.57,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0024,2035-02-28,28756270.68,156553.93,5990.89,150563.04,58404.14,198784.47,48372.15,30944.49,19348.86,28450709.92,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0025,2035-02-28,23402426.68,78242.11,4875.51,73366.61,0.0,161774.77,39366.22,24875.28,15746.49,23201285.69,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0026,2035-02-28,33668954.96,176285.04,7014.37,169270.67,0.0,232744.56,56635.98,35787.94,22654.39,33379574.42,Defaulted
CMBS_NEW_AEOYEE,Base,NI_L0027,2035-02-28,38107254.82,266909.56,7939.01,258970.55,0.0,263425.35,64101.83,40505.57,25640.73,37779727.64,Defaulted
